500	688	20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510	683	20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
520	679	20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
530	674	20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
540	670	20.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
550	665	20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
560	660	20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
570	656	20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
580	651	20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
590	647	20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600	642	19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
610	637	19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
620	632	19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630	627	19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640	622	19.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
650	617	19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
660	612	19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
670	607	19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
680	602	19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
690	597	19.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700	592	19.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710	587	19.5	705	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
720	582	19.5	702	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730	576	19.5	700	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
740	571	19.5	697	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
750	566	19.3	694	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
760	560	19.3	691	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
770	554	19.3	688	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
780	549	19.3	686	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
790	543	19.3	683	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
800	537	19	680	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
810	531	19	677	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
820	525	19	674	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
830	519	19	672	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
840	513	19	669	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
850	507	18.6	666	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
860	500	18.6	663	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
870	493	18.6	660	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
880	487	18.6	658	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
890	480	18.6	655	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900	473	18.2	652	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
910	0	0	649	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
920	0	0	646	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
930	0	0	644	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
940	0	0	641	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
950	0	0	638	27	703	32.0	0	0	0	0	0	0	0	0	0	0	0	0
960	0	0	635	27	701	32.0	0	0	0	0	0	0	0	0	0	0	0	0
970	0	0	632	27	699	32.0	0	0	0	0	0	0	0	0	0	0	0	0
980	0	0	629	27	697	32.0	0	0	0	0	0	0	0	0	0	0	0	0
990	0	0	626	27	695	32.0	0	0	0	0	0	0	0	0	0	0	0	0
1000	0	0	623	26	693	31.9	0	0	0	0	0	0	0	0	0	0	0	0
1010	0	0	620	26	691	31.9	0	0	0	0	0	0	0	0	0	0	0	0
1020	0	0	617	26	689	31.9	0	0	0	0	0	0	0	0	0	0	0	0
1030	0	0	614	26	687	31.9	0	0	0	0	0	0	0	0	0	0	0	0
1040	0	0	611	26	685	31.9	0	0	0	0	0	0	0	0	0	0	0	0
1050	0	0	608	26	683	31.8	0	0	0	0	0	0	0	0	0	0	0	0
1060	0	0	605	26	681	31.8	0	0	0	0	0	0	0	0	0	0	0	0
1070	0	0	602	26	679	31.8	0	0	0	0	0	0	0	0	0	0	0	0
1080	0	0	598	26	676	31.8	0	0	0	0	0	0	0	0	0	0	0	0
1090	0	0	595	26	674	31.8	0	0	0	0	0	0	0	0	0	0	0	0
1100	0	0	592	26	672	31.7	0	0	0	0	0	0	0	0	0	0	0	0
1110	0	0	589	26	670	31.7	0	0	0	0	0	0	0	0	0	0	0	0
1120	0	0	586	26	668	31.7	0	0	0	0	0	0	0	0	0	0	0	0
1130	0	0	582	26	666	31.7	0	0	0	0	0	0	0	0	0	0	0	0
1140	0	0	579	26	664	31.7	0	0	0	0	0	0	0	0	0	0	0	0
1150	0	0	576	26	662	31.7	0	0	0	0	0	0	0	0	0	0	0	0
1160	0	0	573	26	660	31.7	0	0	0	0	0	0	0	0	0	0	0	0
1170	0	0	570	26	658	31.7	0	0	0	0	0	0	0	0	0	0	0	0
1180	0	0	566	26	655	31.7	0	0	0	0	0	0	0	0	0	0	0	0
1190	0	0	563	26	653	31.7	0	0	0	0	0	0	0	0	0	0	0	0
1200	0	0	560	26	651	31.6	0	0	0	0	0	0	0	0	0	0	0	0
1210	0	0	557	26	649	31.6	0	0	0	0	0	0	0	0	0	0	0	0
1220	0	0	553	26	647	31.6	0	0	0	0	0	0	0	0	0	0	0	0
1230	0	0	550	26	644	31.6	0	0	0	0	0	0	0	0	0	0	0	0
1240	0	0	546	26	642	31.6	0	0	0	0	0	0	0	0	0	0	0	0
1250	0	0	543	26	640	31.5	0	0	0	0	0	0	0	0	0	0	0	0
1260	0	0	540	26	638	31.5	0	0	0	0	0	0	0	0	0	0	0	0
1270	0	0	536	26	636	31.5	0	0	0	0	0	0	0	0	0	0	0	0
1280	0	0	533	26	634	31.5	0	0	0	0	0	0	0	0	0	0	0	0
1290	0	0	529	26	632	31.5	0	0	0	0	0	0	0	0	0	0	0	0
1300	0	0	526	25	630	31.4	0	0	0	0	0	0	0	0	0	0	0	0
1310	0	0	522	25	628	31.4	0	0	0	0	0	0	0	0	0	0	0	0
1320	0	0	519	25	626	31.4	0	0	0	0	0	0	0	0	0	0	0	0
1330	0	0	515	25	623	31.4	0	0	0	0	0	0	0	0	0	0	0	0
1340	0	0	512	25	621	31.4	0	0	0	0	0	0	0	0	0	0	0	0
1350	0	0	508	25	619	31.3	0	0	0	0	0	0	0	0	0	0	0	0
1360	0	0	504	25	617	31.3	0	0	0	0	0	0	0	0	0	0	0	0
1370	0	0	500	25	614	31.3	0	0	0	0	0	0	0	0	0	0	0	0
1380	0	0	497	25	612	31.3	0	0	0	0	0	0	0	0	0	0	0	0
1390	0	0	493	25	609	31.3	0	0	0	0	0	0	0	0	0	0	0	0
1400	0	0	489	25	607	31.2	0	0	0	0	0	0	0	0	0	0	0	0
